Respondent_ID,Survey_timestamp,Q1_Age_group,Q1a_Gender,Q2_City_tier,Q2a_State,Q3_Income_band,Q3_Income_num_lakhs,Q4_Planning_status,Q5_Education,Q5a_Occupation,Q_Decision_authority,Q_Tech_adoption,Q_Info_source,Q6_Wedding_type,Q7_Ceremony_count,Q8_Guest_count_est,Q8_Guest_count_band,Q10_Planning_horizon,Q11_Budget_num_lakhs,Q11_Budget_band,Q13_Alloc_check,Q14_Budget_overrun,Q15_Overrun_category,Q16_Price_assessment,Q17_Social_pressure_1to5,Q18_Emotional_triggers_count,Q19_Alert_recep_1to5,Q20_Financial_concern,Q22_Overcharge_perception,Q22a_Net_satisfaction_0to10,Q22b_NPS_proxy,Q24_WTP_band,Q24_WTP_monthly_INR,Q25_Platform_intent,Q26_Pipeline_stage,Q27_LTV_estimate_INR,Fund_Personal_savings,Fund_Personal_loan,Fund_Loan_against_property,Fund_Gold_liquidation,Fund_Relatives_contribution,Fund_Credit_card,Svc_Venue,Svc_Catering,Svc_Photography,Svc_Videography,Svc_Decoration_florals,Svc_Bridal_makeup,Svc_Wedding_planner,Svc_DJ_music,Svc_Invitation_design,Svc_Mehendi_artist,Svc_Bridal_wear,Svc_Jewellery_rental,Svc_Horse_baraat,Svc_Guest_accommodation,Alloc_Venue_Catering_pct,Alloc_Photography_pct,Alloc_Decoration_pct,Alloc_Bridal_wear_pct,Alloc_Entertainment_pct,Alloc_Planner_pct,Alloc_Invitations_pct,Alloc_Misc_pct,Emo_Fear_social_judgment,Emo_Impressing_guests,Emo_Parental_expectations,Emo_Sibling_comparison,Emo_Social_media_influence,Emo_Cultural_obligation,Emo_Once_in_lifetime_thinking,Emo_None_fully_rational,Sat_venue,Sat_catering,Sat_photography,Sat_decoration,Sat_overall,Vendor_prio_1,Vendor_prio_2,Vendor_prio_3,Bundle_Venue_Catering,Bundle_Photo_Video,Bundle_Decor_Mehendi,Bundle_Makeup_Bridal,Bundle_DJ_Band,Bundle_Planner_AllVendors,Bundle_Venue_Decor,Bundle_Photo_Makeup,FeatRating_PriceBenchmark,FeatRating_BudgetOptimiser,FeatRating_OverspendAlert,FeatRating_CostForecast,FeatRating_BundleDeals,FeatRating_PersonaProfile,Is_Outlier_Budget,FE_Budget_per_guest_INR,FE_Services_count,FE_Emotional_intensity,FE_Feature_score_avg,FE_Overrun_flag,FE_Income_budget_ratio,FE_Destination_flag,FE_High_social_pressure,FE_WTP_ordinal,FE_Customer_tier,ENC_Q1_Age_group,ENC_Q2_City_tier,ENC_Q5_Education,ENC_Q10_Planning_horizon,ENC_Q17_Social_pressure_1to5,ENC_Q25_Platform_intent,ENC_Q26_Pipeline_stage,NORM_Q3_Income_num_lakhs,NORM_Q11_Budget_num_lakhs,NORM_Q8_Guest_count_est,NORM_FE_Budget_per_guest_INR,NORM_FE_Feature_score_avg,NORM_Q22a_Net_satisfaction_0to10
SS0286,2024-10-04 23:00:00,25-30,Male,Tier 2,Uttar Pradesh,<5L,3.14,Planning now (0-12m),Undergraduate,Salaried govt,Couple jointly,Occasionally,Hired planner,Grand (500+ guests),2,953,500-1000,6-12 months,16.26,10-20L,100.0,Exceeded 0-10%,Family pressure,Checked online reviews,3,2,3,Severe financial strain,"Yes, slightly overcharged",4.9,17,<₹199/month,99,Yes,Trial,2259,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,39.6,8.6,11.6,18.3,7.6,5.9,5.7,2.7,0,0,1,1,0,0,0,1,4.8,3.5,5.7,5.4,5.8,Price/affordability,Brand reputation,Portfolio quality,1,1,0,0,0,0,1,0,1.0,4.0,3.0,2.0,3.0,4.0,0,1706,7,2,2.83,1,5.178,0,0,1,Low-value,2,2,2,3,3,2,3,0.0067,0.0286,0.3272,0.0016,0.2767,0.4894
SS0287,2024-10-04 23:20:00,31-36,Male,Tier 2,Bihar,20-40L,28.6,Considering (2-4y),Undergraduate,Salaried private,Parents primarily,Occasionally,Hired planner,Destination (within India),2,2407,1000+,6-12 months,276.51,>1Cr,99.9,Exceeded 0-10%,Bridal outfit/jewellery,Checked online reviews,2,2,3,No concern — well within budget,"Yes, significantly overcharged",5.1,3,₹200-499/month,349,Yes,Conversion,9663,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,39.0,15.0,10.9,14.6,5.3,7.9,2.5,4.7,0,0,0,0,1,0,1,0,4.0,5.4,6.8,4.2,5.2,Brand reputation,Online reviews,Word of mouth,1,0,1,1,0,0,1,1,5.0,4.0,5.0,4.0,4.0,4.0,0,11488,12,2,4.33,1,9.668,1,0,2,Mid-value,3,2,2,3,2,2,4,0.2242,0.5529,0.8343,0.013,0.7767,0.5106
SS0288,2024-10-04 23:40:00,25-30,Female,Tier 2,Uttar Pradesh,5-10L,6.87,Planning now (0-12m),Up to 12th,Salaried private,Father primarily,"No, prefer manual",Relatives & friends,Intimate (<100 guests),2,67,50-150,6-12 months,9.7,5-10L,99.9,Exceeded 10-25%,Guest list expansion,Used wedding app/website,4,3,2,Minor debt (<6 months),"Yes, slightly overcharged",5.5,7,₹200-499/month,349,Maybe,Consideration,1884,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,35.4,12.6,7.2,19.0,6.9,9.2,3.0,6.6,0,1,1,0,0,0,1,0,6.6,7.0,6.7,5.1,6.0,Brand reputation,Responsiveness,Word of mouth,0,0,0,0,1,1,1,0,2.0,3.0,4.0,2.0,3.0,3.0,0,14478,7,3,2.83,1,1.412,0,1,2,Low-value,2,2,1,3,4,1,2,0.0386,0.0153,0.0181,0.0166,0.2767,0.5532
SS0289,2024-10-05 00:00:00,31-36,Male,Tier 2,Others,10-20L,15.14,Planning now (0-12m),Postgraduate,Student,Mixed family committee,Occasionally,WhatsApp family groups,Grand (500+ guests),3,1195,1000+,3-6 months,105.77,>1Cr,99.9,Exceeded 0-10%,Family pressure,Checked online reviews,4,3,3,Prefer not to say,"Yes, significantly overcharged",4.2,-7,₹200-499/month,349,Maybe,Awareness,1957,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,41.1,8.5,8.9,14.5,5.3,7.7,6.3,7.6,0,1,0,1,0,0,1,0,8.5,4.4,2.6,5.5,5.7,Price/affordability,Portfolio quality,Package inclusions,1,0,1,1,1,0,1,0,1.0,3.0,2.0,3.0,2.0,2.0,0,8851,11,3,2.17,1,6.986,0,1,2,Low-value,3,2,3,2,4,1,1,0.1092,0.2089,0.4116,0.0099,0.0567,0.4149
SS0290,2024-10-05 00:20:00,31-36,Male,Tier 1,Delhi NCR,10-20L,17.06,Considering (2-4y),Doctoral,Salaried private,Mixed family committee,"No, prefer manual",Hired planner,Destination (within India),4,514,500-1000,>12 months,54.74,40-75L,100.0,Exceeded >50%,Guest list expansion,Family/friend referral,4,2,2,Minor debt (<6 months),Unable to assess,5.5,16,₹500-999/month,749,No,Awareness,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,35.4,14.8,11.2,16.9,7.6,5.2,2.9,6.0,0,0,0,0,0,1,1,1,6.2,8.7,7.3,5.8,6.6,Brand reputation,Word of mouth,Online reviews,1,1,0,1,0,1,0,1,3.0,2.0,2.0,3.0,3.0,3.0,0,10650,13,2,2.67,1,3.209,1,1,3,Non-customer,3,3,5,4,4,0,1,0.1256,0.1061,0.174,0.0121,0.2233,0.5532
SS0291,2024-10-05 00:40:00,31-36,Female,Tier 3/Rural,Maharashtra,40-75L,54.1,Engaged (1-2y),Postgraduate,Homemaker,Bride primarily,"No, prefer manual",Relatives & friends,Destination (within India),6,1147,1000+,3-6 months,120.0,>1Cr,99.8,Exceeded 0-10%,Hidden vendor fees,Family/friend referral,3,3,2,No concern — well within budget,"No, pricing was fair",6.4,19,₹200-499/month,349,Yes,Conversion,6544,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,40.3,14.2,8.1,16.3,3.5,9.1,4.6,3.7,0,1,0,0,0,1,1,0,6.1,7.6,8.3,5.6,6.5,Price/affordability,Responsiveness,Portfolio quality,0,0,0,0,1,1,1,0,4.0,3.0,3.0,4.0,3.0,4.0,0,10462,12,3,3.5,1,2.218,1,0,2,Mid-value,3,1,3,2,3,2,4,0.4419,0.2376,0.3948,0.0118,0.5,0.6489
SS0292,2024-10-05 01:00:00,25-30,Male,Tier 1,Rajasthan,10-20L,14.48,Considering (2-4y),Postgraduate,Self-employed/Business,Parents primarily,"Yes, actively use finance apps",Mixed sources,Traditional local,3,928,500-1000,3-6 months,74.08,40-75L,99.9,Exceeded >50%,No overrun,Compared 3+ quotes,4,3,4,Minor debt (<6 months),"Yes, slightly overcharged",4.6,-19,₹200-499/month,349,Maybe,Consideration,2832,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,39.5,12.1,6.8,16.6,6.1,7.9,4.9,6.0,0,1,1,0,0,1,0,0,6.4,5.7,3.7,6.1,5.6,Online reviews,Experience,Package inclusions,1,1,1,1,1,0,0,0,4.0,4.0,3.0,4.0,3.0,4.0,0,7983,8,3,3.67,1,5.116,0,1,2,Low-value,2,3,3,2,4,1,2,0.1036,0.1451,0.3185,0.0089,0.5567,0.4574
SS0293,2024-10-05 01:20:00,25-30,Female,Tier 2,Tamil Nadu,20-40L,28.76,Considering (2-4y),Undergraduate,Homemaker,Mixed family committee,"No, prefer manual",Wedding apps (WedMeGood etc.),Traditional local,4,825,500-1000,6-12 months,106.67,>1Cr,100.2,Exceeded >50%,Guest list expansion,Trusted without comparison,2,2,1,No concern — well within budget,"Yes, significantly overcharged",5.2,5,₹1000+/month,1200,Yes,Trial,37502,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,36.8,14.5,13.4,24.5,3.3,0.0,3.2,4.5,1,0,0,0,1,0,0,0,5.2,4.9,5.9,5.8,6.1,Price/affordability,Portfolio quality,Brand reputation,1,1,0,0,0,0,0,0,5.0,3.0,4.0,2.0,4.0,2.0,0,12930,9,2,3.33,1,3.709,0,0,4,High-value,2,2,2,3,2,2,3,0.2255,0.2107,0.2825,0.0147,0.4433,0.5213
SS0294,2024-10-05 01:40:00,18-24,Female,Tier 2,Tamil Nadu,20-40L,30.26,Parent planning child,Undergraduate,Salaried private,Father primarily,Occasionally,Mixed sources,Traditional local,2,1192,1000+,6-12 months,93.7,75L-1Cr,100.1,Exceeded 0-10%,Guest list expansion,Compared 3+ quotes,3,2,3,Significant loan (1-3 years),"No, pricing was fair",5.9,13,Free only,0,Yes,Trial,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,35.8,13.8,12.0,18.1,5.3,7.1,4.4,3.6,1,0,0,0,1,0,0,1,3.7,6.8,6.7,6.9,6.5,Experience,Word of mouth,Responsiveness,0,1,1,1,1,1,0,0,4.0,1.0,4.0,4.0,3.0,3.0,0,7861,7,2,3.17,1,3.096,0,0,0,Non-customer,1,2,2,3,3,2,3,0.2383,0.1846,0.4105,0.0088,0.39,0.5957
SS0295,2024-10-05 02:00:00,31-36,Female,Tier 2,Bihar,<5L,3.12,Planning now (0-12m),Undergraduate,Salaried private,Couple jointly,"No, prefer manual",WhatsApp family groups,Traditional local,2,83,50-150,6-12 months,11.5,10-20L,99.9,Exceeded 10-25%,Guest list expansion,Checked online reviews,3,3,3,Minor debt (<6 months),"No, pricing was fair",7.7,41,₹500-999/month,749,Yes,Trial,18214,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,33.9,10.9,12.1,17.5,8.4,3.6,2.7,10.8,0,1,0,1,0,0,1,0,7.4,7.1,8.1,6.8,7.6,Price/affordability,Portfolio quality,Experience,1,0,0,1,0,1,1,0,4.0,3.0,3.0,3.0,3.0,3.0,0,13855,3,3,3.17,1,3.686,0,0,3,Mid-value,3,2,2,3,3,2,3,0.0066,0.019,0.0237,0.0158,0.39,0.7872
SS0296,2024-10-05 02:20:00,37-45,Male,Tier 3/Rural,Karnataka,20-40L,26.08,Recently married (≤3y),Undergraduate,Self-employed/Business,Father primarily,"No, prefer manual",Instagram/YouTube,Grand (500+ guests),3,1039,1000+,6-12 months,67.89,40-75L,100.0,Exceeded 0-10%,Bridal outfit/jewellery,Used wedding app/website,4,3,3,Minor debt (<6 months),"Yes, slightly overcharged",6.1,21,Free only,0,Yes,Awareness,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,45.0,10.6,8.2,18.9,6.5,1.4,3.4,6.0,0,1,0,0,1,1,0,0,6.0,6.4,7.7,5.5,7.0,Price/affordability,Package inclusions,Brand reputation,1,1,1,1,1,0,1,0,3.0,4.0,3.0,4.0,4.0,3.0,0,6534,10,3,3.5,1,2.603,0,1,0,Non-customer,4,1,2,3,4,2,1,0.2026,0.1326,0.3572,0.0072,0.5,0.617
SS0297,2024-10-05 02:40:00,18-24,Female,Tier 2,Uttar Pradesh,10-20L,13.95,Considering (2-4y),Up to 12th,Salaried private,Couple jointly,"No, prefer manual",Wedding apps (WedMeGood etc.),Intimate (<100 guests),4,31,<50,6-12 months,32.95,20-40L,100.1,Exceeded 10-25%,Family pressure,Checked online reviews,4,3,3,No concern — well within budget,"No, got a great deal",6.4,21,<₹199/month,99,Maybe,Consideration,500,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,41.6,10.4,12.7,20.8,7.6,1.1,2.4,3.5,0,1,0,0,1,0,1,0,5.8,7.1,7.0,5.0,7.2,Price/affordability,Portfolio quality,Online reviews,1,1,0,0,0,1,1,1,3.0,5.0,3.0,3.0,4.0,3.0,0,106290,8,3,3.5,1,2.362,0,1,1,Low-value,1,2,1,3,4,1,2,0.0991,0.0622,0.0056,0.1245,0.5,0.6489
SS0298,2024-10-05 03:00:00,31-36,Female,Tier 2,Delhi NCR,40-75L,51.25,Parent planning child,Undergraduate,Salaried private,Couple jointly,"No, prefer manual",Relatives & friends,Traditional local,4,1089,1000+,3-6 months,120.0,>1Cr,100.0,Exceeded 0-10%,Family pressure,Compared 3+ quotes,3,3,4,Prefer not to say,"No, pricing was fair",5.7,24,₹500-999/month,749,Maybe,Consideration,5498,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,38.9,12.0,12.1,18.9,7.3,4.0,4.2,2.6,0,0,1,1,1,0,0,0,7.3,6.1,6.1,4.7,6.2,Portfolio quality,Experience,Responsiveness,1,0,1,0,0,0,1,1,5.0,5.0,3.0,3.0,3.0,3.0,0,11019,8,3,3.67,1,2.341,0,0,3,Mid-value,3,2,2,2,3,1,2,0.4176,0.2376,0.3746,0.0125,0.5567,0.5745
SS0299,2024-10-05 03:20:00,45+,Male,Tier 2,Tamil Nadu,20-40L,26.48,Parent planning child,Professional,Salaried private,Father primarily,"No, prefer manual",WhatsApp family groups,Destination (within India),2,676,500-1000,>12 months,120.0,>1Cr,100.0,Exceeded 0-10%,Guest list expansion,Compared 3+ quotes,4,3,4,No concern — well within budget,"No, got a great deal",3.7,-10,Free only,0,No,Churned,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,34.1,13.4,10.7,14.2,8.0,10.2,3.7,5.7,1,0,0,1,0,0,1,0,7.6,7.5,7.0,6.5,4.8,Responsiveness,Package inclusions,Online reviews,1,1,0,0,1,1,1,0,4.0,4.0,3.0,2.0,3.0,3.0,0,17751,10,3,3.17,1,4.532,1,1,0,Non-customer,5,2,4,4,4,0,0,0.2061,0.2376,0.2306,0.0204,0.39,0.3617
SS0300,2024-10-05 03:40:00,37-45,Male,Tier 2,Bihar,20-40L,29.52,Parent planning child,Postgraduate,Self-employed/Business,Mixed family committee,"Yes, actively use finance apps",Relatives & friends,Destination (international),4,839,500-1000,3-6 months,102.41,>1Cr,100.1,Exceeded 25-50%,Last-min décor upgrade,Family/friend referral,4,3,5,No concern — well within budget,"Yes, slightly overcharged",3.9,-10,₹1000+/month,1200,Yes,Conversion,37316,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,42.8,14.1,6.1,19.2,10.0,2.3,2.8,2.8,0,1,0,1,0,0,1,0,3.9,6.0,6.6,5.6,5.3,Portfolio quality,Price/affordability,Word of mouth,1,0,0,1,1,0,1,0,2.0,4.0,3.0,4.0,3.0,2.0,0,12206,11,3,3.0,1,3.469,1,1,4,High-value,4,2,3,2,4,2,4,0.232,0.2021,0.2874,0.0139,0.3333,0.383
SS0301,2024-10-05 04:00:00,25-30,Female,Tier 3/Rural,Tamil Nadu,40-75L,61.57,Planning now (0-12m),Postgraduate,Salaried private,Bride primarily,"Yes, actively use finance apps",Instagram/YouTube,Traditional local,6,986,500-1000,>12 months,120.0,>1Cr,100.1,Within budget,No overrun,Trusted without comparison,2,2,4,Prefer not to say,"No, pricing was fair",6.9,22,One-time ₹999,999,Yes,Consideration,20111,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,42.4,9.9,12.2,18.7,7.0,3.2,3.9,2.8,1,0,1,0,0,0,0,0,8.9,6.8,6.7,7.8,7.6,Experience,Online reviews,Portfolio quality,0,1,1,1,0,0,1,1,3.0,4.0,5.0,3.0,2.0,4.0,0,12170,9,2,3.5,0,1.949,0,0,2,High-value,2,1,3,4,2,2,2,0.5057,0.2376,0.3387,0.0139,0.5,0.7021
SS0302,2024-10-05 04:20:00,25-30,Female,Tier 3/Rural,Delhi NCR,<5L,2.7,Parent planning child,Undergraduate,Self-employed/Business,Father primarily,Occasionally,Instagram/YouTube,Traditional local,3,1636,1000+,<3 months,441.28,>1Cr,100.0,Exceeded 0-10%,Guest list expansion,Checked online reviews,3,3,2,Significant loan (1-3 years),"Yes, significantly overcharged",4.9,14,₹200-499/month,349,Yes,Trial,9232,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,37.0,11.5,15.8,22.2,4.2,1.8,2.9,4.6,1,1,0,0,1,0,0,0,7.0,6.0,4.8,2.9,5.3,Word of mouth,Package inclusions,Price/affordability,1,1,1,1,1,0,1,1,5.0,4.0,4.0,5.0,5.0,4.0,1,26973,9,3,4.5,1,163.437,0,0,2,Mid-value,2,1,2,1,3,2,3,0.003,0.8849,0.5654,0.0313,0.8333,0.4894
SS0303,2024-10-05 04:40:00,25-30,Female,Tier 1,Delhi NCR,20-40L,32.35,Recently married (≤3y),Undergraduate,Freelancer,Parents primarily,"No, prefer manual",Mixed sources,Grand (500+ guests),3,923,500-1000,3-6 months,105.97,>1Cr,99.9,Exceeded 0-10%,Bridal outfit/jewellery,Trusted without comparison,4,2,2,No concern — well within budget,"No, pricing was fair",4.5,-6,Free only,0,Maybe,Awareness,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,46.0,8.9,15.3,14.6,7.1,1.2,3.5,3.3,0,0,1,0,0,0,1,1,6.6,8.1,7.7,7.2,5.7,Online reviews,Brand reputation,Experience,1,1,1,0,1,1,1,1,3.0,3.0,4.0,4.0,4.0,5.0,0,11481,9,2,3.83,1,3.276,0,1,0,Non-customer,2,3,2,2,4,1,1,0.2562,0.2093,0.3167,0.013,0.61,0.4468
SS0304,2024-10-05 05:00:00,31-36,Male,Tier 2,Others,40-75L,57.23,Considering (2-4y),Professional,Self-employed/Business,Parents primarily,"Yes, actively use finance apps",,Traditional local,4,1580,1000+,6-12 months,120.0,>1Cr,100.2,Exceeded 0-10%,Venue/catering upgrade,Family/friend referral,2,2,3,Significant loan (1-3 years),"No, pricing was fair",6.2,24,₹200-499/month,349,Maybe,Consideration,2301,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,33.4,15.2,12.1,20.2,5.7,4.6,4.6,4.4,1,1,0,0,0,0,0,0,7.7,7.1,5.9,6.6,7.1,Responsiveness,Experience,Word of mouth,1,0,1,1,1,1,1,1,3.0,3.0,5.0,4.0,3.0,4.0,0,7595,10,2,3.67,1,2.097,0,0,2,Low-value,3,2,4,3,2,1,2,0.4687,0.2376,0.5459,0.0085,0.5567,0.6277
SS0305,2024-10-05 05:20:00,37-45,Male,Tier 2,West Bengal,>75L,94.77,Parent planning child,Postgraduate,Homemaker,Parents primarily,Occasionally,Wedding apps (WedMeGood etc.),Grand (500+ guests),5,639,500-1000,6-12 months,120.0,>1Cr,100.0,Exceeded 0-10%,Last-min décor upgrade,Trusted without comparison,5,3,3,No concern — well within budget,"Yes, slightly overcharged",5.0,19,One-time ₹999,999,Maybe,Consideration,6791,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,39.7,9.2,8.0,20.8,4.7,8.9,4.8,3.9,0,1,0,1,0,0,1,0,6.7,6.2,6.5,5.1,6.2,Experience,Price/affordability,Brand reputation,1,1,0,1,0,0,0,0,5.0,3.0,3.0,4.0,4.0,1.0,0,18779,11,3,3.33,1,1.266,0,1,2,Mid-value,4,2,3,3,5,1,2,0.7892,0.2376,0.2176,0.0216,0.4433,0.5
SS0306,2024-10-05 05:40:00,25-30,Male,Tier 2,Karnataka,5-10L,7.6,Considering (2-4y),Postgraduate,Self-employed/Business,Mixed family committee,"No, prefer manual",WhatsApp family groups,Intimate (<100 guests),1,45,<50,3-6 months,20.81,20-40L,99.9,Within budget,No overrun,Family/friend referral,3,3,5,No concern — well within budget,"Yes, significantly overcharged",5.8,4,₹200-499/month,349,Yes,Conversion,7959,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,41.5,10.2,17.8,14.2,5.9,4.4,3.4,2.5,0,1,0,1,1,0,0,0,5.0,5.4,4.0,5.9,6.1,Online reviews,Brand reputation,Word of mouth,1,1,1,1,0,0,1,1,3.0,4.0,4.0,4.0,3.0,4.0,0,46244,6,3,3.67,0,2.738,0,0,2,Mid-value,2,2,3,2,3,2,4,0.0448,0.0377,0.0105,0.0539,0.5567,0.5851
SS0307,2024-10-05 06:00:00,18-24,Male,Tier 3/Rural,Others,5-10L,8.16,Engaged (1-2y),Up to 12th,Other,Parents primarily,Occasionally,WhatsApp family groups,Traditional local,2,247,150-300,>12 months,22.98,20-40L,100.0,Exceeded 0-10%,Bridal outfit/jewellery,Family/friend referral,1,1,2,Minor debt (<6 months),,6.7,20,₹200-499/month,349,Maybe,Consideration,2395,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,39.7,14.7,9.1,14.0,10.6,3.6,2.8,5.5,0,1,0,0,0,0,0,0,5.9,3.5,6.5,7.6,6.1,Responsiveness,Price/affordability,Word of mouth,1,0,0,1,1,0,1,1,4.0,4.0,3.0,2.0,2.0,3.0,0,9304,9,1,3.0,1,2.816,0,0,2,Low-value,1,1,1,4,1,1,2,0.0496,0.0421,0.0809,0.0105,0.3333,0.6809
SS0308,2024-10-05 06:20:00,37-45,Male,Tier 3/Rural,Karnataka,20-40L,25.53,Engaged (1-2y),Postgraduate,Salaried govt,Parents primarily,Occasionally,Mixed sources,Intimate (<100 guests),3,70,50-150,3-6 months,48.91,40-75L,100.1,Exceeded 10-25%,Photography upgrade,Checked online reviews,3,3,3,Minor debt (<6 months),"Yes, slightly overcharged",4.0,-11,<₹199/month,99,Yes,Trial,3057,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,40.0,11.5,13.5,19.7,5.6,3.1,4.0,2.7,1,1,0,0,0,0,1,0,5.0,7.7,8.7,5.2,4.4,Online reviews,Responsiveness,Experience,1,1,1,1,0,1,0,0,3.0,2.0,4.0,3.0,3.0,4.0,0,69871,13,3,3.17,1,1.916,0,0,1,Low-value,4,1,3,2,3,2,3,0.198,0.0943,0.0192,0.0817,0.39,0.3936
SS0309,2024-10-05 06:40:00,31-36,Male,Tier 2,Maharashtra,20-40L,27.55,Parent planning child,Undergraduate,Self-employed/Business,Parents primarily,"No, prefer manual",Mixed sources,Traditional local,4,2317,1000+,<3 months,266.29,>1Cr,100.0,Within budget,No overrun,Used wedding app/website,2,1,4,Significant loan (1-3 years),"Yes, slightly overcharged",5.5,6,<₹199/month,99,Yes,Trial,1910,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,38.9,13.3,5.6,19.0,8.5,6.3,2.7,5.7,0,0,1,0,0,0,0,1,6.4,6.9,9.0,7.6,6.3,Responsiveness,Brand reputation,Word of mouth,1,0,1,0,1,1,1,1,4.0,5.0,4.0,4.0,3.0,4.0,0,11493,7,1,4.0,0,9.666,0,0,1,Low-value,3,2,2,1,2,2,3,0.2152,0.5323,0.8029,0.0131,0.6667,0.5532
SS0310,2024-10-05 07:00:00,18-24,Female,Tier 1,Maharashtra,20-40L,28.71,Engaged (1-2y),Undergraduate,Self-employed/Business,Parents primarily,"No, prefer manual",Relatives & friends,Destination (within India),4,552,500-1000,>12 months,116.44,>1Cr,100.0,Exceeded 10-25%,Last-min décor upgrade,Used wedding app/website,2,2,3,Significant loan (1-3 years),"Yes, significantly overcharged",5.7,24,₹500-999/month,749,Yes,Consideration,20534,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,37.2,14.7,9.4,14.5,5.9,9.7,3.7,4.9,1,0,0,0,1,0,0,0,4.6,6.0,5.6,3.3,7.3,Online reviews,Word of mouth,Brand reputation,0,1,1,1,0,1,1,1,3.0,4.0,3.0,2.0,4.0,4.0,0,21094,9,2,3.33,1,4.056,1,0,3,High-value,1,3,2,4,2,2,2,0.2251,0.2304,0.1873,0.0243,0.4433,0.5745
SS0311,2024-10-05 07:20:00,31-36,Female,Tier 2,Bihar,20-40L,31.63,Engaged (1-2y),Undergraduate,Homemaker,Parents primarily,"No, prefer manual",WhatsApp family groups,Traditional local,5,1095,1000+,3-6 months,79.59,75L-1Cr,100.0,Exceeded 10-25%,Photography upgrade,Checked online reviews,3,3,3,Significant loan (1-3 years),Unable to assess,6.0,26,Free only,0,Maybe,Consideration,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,41.7,9.5,17.8,12.2,6.9,2.1,2.6,7.2,0,0,1,0,1,1,0,0,7.2,4.7,7.8,4.3,7.1,Package inclusions,Brand reputation,Responsiveness,1,1,1,1,1,0,0,1,4.0,4.0,3.0,2.0,2.0,4.0,0,7268,13,3,3.17,1,2.516,0,0,0,Non-customer,3,2,2,2,3,1,2,0.25,0.1562,0.3767,0.0081,0.39,0.6064
SS0312,2024-10-05 07:40:00,31-36,Male,Tier 3/Rural,Karnataka,20-40L,23.77,Planning now (0-12m),Postgraduate,Salaried private,Bride primarily,Occasionally,WhatsApp family groups,Grand (500+ guests),2,1045,1000+,6-12 months,84.2,75L-1Cr,100.0,Exceeded 10-25%,Last-min décor upgrade,Family/friend referral,1,0,3,No concern — well within budget,"Yes, slightly overcharged",7.0,14,₹200-499/month,349,Yes,Awareness,6878,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,45.5,12.8,12.3,12.8,8.4,0.8,0.6,6.8,0,0,0,0,0,0,0,1,6.3,6.2,5.7,9.0,6.7,Online reviews,Experience,Brand reputation,0,0,0,1,0,0,0,0,4.0,2.0,4.0,3.0,4.0,4.0,0,8057,11,0,3.5,1,3.542,0,0,2,Mid-value,3,1,3,3,1,2,1,0.1829,0.1654,0.3593,0.009,0.5,0.7128
